species,a10,a11,a12,a5,a6,a7,a8,a9,b10,b11,b12,b1,b2,b3,b4,b5,b6,b7,b8,b9,c10,c11,c12,c1,c2,c3,c4,c5,c6,c7,c9,d10,d11,d12,d1
candidimonas_nitroreducens,0,0,0,2,0,1,1,0,0,0,0,1,1,1,3,0,0,0,2,0,0,1,0,4,0,0,3,0,3,0,4,2,2,0,8
capnocytophaga_canimorsus,2,0,6,3,0,0,0,1,0,0,0,20,0,11,244,0,0,5,0,11,0,2,0,32,0,2,8,143,279,2,51,1,320,6,113
capnocytophaga_canis,0,0,0,0,0,1,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0
capnocytophaga_cynodegmi,0,0,1,0,0,0,7,0,1,0,1,8,0,4,2,0,2,75,48,1,0,81,0,8,0,0,0,1,0,3,1,0,3,3,0
capnocytophaga_gingivalis,28,8,8,22,3,19,6,1,3,2,107,19,5,18,408,1,6,1,3,3,2,60,7,47,2,60,6,82,203,2,484,1,350,135,92
capnocytophaga_haemolytica,1,0,9,0,0,0,0,0,2,1,0,3,1,2,17,0,6,26,37,1,0,13,0,46,0,0,1,2,0,1,0,25,0,0,0
capnocytophaga_ochracea,0,0,3,0,0,0,14,0,0,0,4,0,0,0,0,0,0,172,116,1,0,159,0,91,0,1,4,0,1,7,14,5,2,3,0
carboxydothermus_hydrogenoformans,3,4,1,11,0,0,1,0,0,1,0,0,0,4,2,0,3,3,1,12,0,3,0,9,0,0,2,1,1,3,0,1,0,1,2
carboxydothermus_pertinax,3,5,6,7,0,0,2,1,1,2,0,2,20,2,1,0,0,147,3,2,0,0,0,6,0,0,9,4,4,5,2,48,0,2,1
cardinium_endosymbiont_of_bemisia_tabaci,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,28,0,0,0,0,0,1,0,2,0,0,0
cardinium_endosymbiont_of_encarsia_pergandiella,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,2,0,0,0,0,0,0,1,2
carnobacterium_iners,0,0,5,0,3,0,1,0,2,0,0,0,1,0,0,0,0,3,1,0,1,0,0,12,5,5,3,4,0,1,2,16,4,13,0
carnobacterium_inhibens,0,5,2,3,1,15,3,4,1,0,0,2,1,1,0,0,8,5,0,2,1,19,1,0,0,2,3,8,0,9,4,13,4,9,8
carnobacterium_jeotgali,0,1,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,2,0,0,0,0
carnobacterium_maltaromaticum,0,14,4,43,2,0,3,0,0,0,6,14,2,8,1,0,4,2,10,4,1,11,0,14,3,6,7,23,4,15,6,4,10,3,3
castellaniella_defragrans,0,0,0,8,0,0,13,0,0,0,0,0,0,0,0,4,0,4,2,3,0,0,0,40,0,0,3,0,5,1,3,6,6,1,6
catalinimonas_alkaloidigena,14,35,23,16,0,1,63,0,30,1,0,2,0,30,9,0,1,6,81,25,0,0,0,45,0,0,8,9,56,0,0,70,6,14,1
catenibacterium_mitsuokai,384,225,737,1199,137,223,1144,0,11,83,42,238,596,624,8432,0,44,501,313,178,227,145,7,54207,108,30,592,9131,78,372,16,594,340,2004,3081
catenovulum_agarivorans,2,8,0,2,2,1,0,0,0,0,0,0,1,2,4,0,6,42,0,14,2,0,1,11,4,10,2,0,2,1,5,1,0,1,1
catenovulum_maritimum,0,0,1,6,4,12,0,28,0,1,0,2,3,4,0,0,0,0,0,0,10,0,2,0,5,1,0,0,0,0,7,0,1,11,0
catenulispora_acidiphila,2,2,1,3,0,0,1,0,0,0,3,1,3,1,2,0,3,0,0,1,0,0,0,5,0,1,8,1,0,3,0,7,0,0,0
caulobacter_henricii,2,1,0,5,0,0,2,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,12,1,0,4,0,2,5,0,15,0,1,0
caulobacter_segnis,0,2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,4,0,0,3,2,1,0,0,1,0,0,4
caulobacter_vibrioides,9,12,15,9,0,1,44,0,12,0,0,4,1,11,3,0,0,1,68,12,0,1,0,17,0,0,18,10,87,94,0,41,2,12,1
caviibacter_abscessus,2,50,2,3,1,0,10,0,1,0,0,1,0,23,1,0,0,26,9,0,5,0,0,4,3,1,0,0,6,2,0,3,1,1,0
cecembia_lonarensis,1,4,2,1,1,0,10,0,0,0,0,2,0,0,10,0,0,17,21,1,0,5,0,8,0,0,2,3,3,16,0,3,10,9,1
cedecea_neteri,3,15,5,16,480,81,4,2138,0,1,0,13,481,3,6,203,2,19,13,10,267,76,210,16,1136,4,47,4,5,0,411,2,2,13,0
celeribacter_baekdonensis,0,4,1,5,4,0,0,0,2,0,0,0,4,2,0,2,2,18,9,13,0,2,1,3,43,0,3,2,1,3,4,1,0,1,0
celeribacter_ethanolicus,4,1,1,3,1,1,1,0,2,1,0,1,1,0,19,1,162,2,0,0,0,0,0,1,0,1,0,8,3,3,0,3,0,1,0
celeribacter_halophilus,52,3,0,4,0,0,3,0,0,0,0,1,0,4,0,0,3,4,0,2,0,0,0,2,0,0,1,0,4,2,0,13,0,0,0
celeribacter_indicus,1,0,3,5,0,3,3,4,0,0,0,0,0,1,1,0,6,0,3,0,0,0,1,5,0,2,5,6,3,2,0,1,2,1,4
celeribacter_marinus,1,0,9,1,0,1,4,0,0,0,0,0,2,4,0,0,0,0,0,3,0,1,0,4,0,0,1,3,10,2,0,1,0,0,0
celeribacter_neptunius,4,4,6,1,0,0,8,0,0,0,0,0,1,4,21,0,21,0,18,1,0,0,0,23,0,0,9,2,52,2,0,6,0,4,0
cellulomonas_carbonis,6,33,3,19,0,2,1,0,2,0,1,403,0,4,421,0,0,104,105,3,0,28,0,3839,1,0,11,0,7,798,10,7,9320,2661,1405
cellulomonas_fimi,0,0,1,3,0,0,2,0,1,0,1,0,0,1,1,1,0,0,8,1,0,0,0,12,0,1,18,4,15,1,2,3,1,1,1
cellulomonas_flavigena,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,2,2,0,0,1,0,1,0,0,2,0,1,0,3,6,0,0,0
cellulomonas_gilvus,0,1,1,0,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,2,0,0,0,6,0,0,2,0,1,0,0,0,1,1,0
cellulomonas_marina,0,2,0,1,0,0,3,0,0,0,2,0,3,1,1,0,1,0,1,3,0,0,0,4,0,0,11,1,1,3,3,6,1,2,0
cellulomonas_massiliensis,0,0,0,4,0,0,0,0,0,0,1,1,0,2,0,0,0,0,2,1,1,0,0,1,0,1,3,4,1,1,0,0,0,0,1
cellulophaga_algicola,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cellulophaga_baltica,0,1,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,1,0,0,1,0,2,4,0,0,7
cellulophaga_lytica,0,0,427,1,0,0,0,0,41,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
cellulophaga_tyrosinoxydans,0,0,1,2,0,0,0,0,0,0,0,1,0,3,0,0,1,19,1,0,2,0,0,3,0,3,1,1,2,0,1,27,4,8,2
cellulosilyticum_ruminicola,19,143,97,74,1,64,60,0,26,41,0,32,5,102,75,2,12,321,93,53,4,31,2,115,28,14,53,57,45,94,22,47,37,72,38
cellulosimicrobium_cellulans,3,2,0,1,0,1,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,15,0,2,1,2,1,0,0,0,0,0,0
cellvibrio_japonicus,1,6,2,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,2,0,0,0,1,1,7,0,2,0,1,1,2,4,0,0,0
cephaloticoccus_capnophilus,2,0,1,3,0,29,2,0,0,1,0,0,0,0,2,0,2,0,2,0,0,0,0,3,0,0,3,0,1,0,0,0,0,2,0
cephaloticoccus_primus,2,6,1,14,0,0,6,0,10,0,0,1,0,2,13,1,0,0,0,2,0,0,0,12,0,0,11,0,0,0,0,19,0,1,1
cesiribacter_andamanensis,7,10,9,2,1,0,9,0,7,0,0,1,0,11,6,0,1,2,8,5,0,1,0,21,0,6,18,6,4,6,0,4,3,6,6
chamaesiphon_minutus,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,3,0,1,0,0,0,0,1,0,0,1,0
chelatococcus_sambhunathii,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
chelonobacter_oris,0,13,0,3,17,1,0,1,1,0,0,1,13,2,0,5,0,9,1,11,9,0,3,3,12,14,6,3,0,0,19,19,2,1,0
chishuiella_changwenlii,2,5,33,10,0,78,17,134,16,0,0,13,0,13,2,0,1,40,15,0,2,2,2,34,12,1,5,1,1,10,22,3,6,3,4
chitinilyticum_aquatile,2,20,15,12,0,0,3,0,39,6,0,3,3,8,3,0,5,12,7,2,0,2,0,4,0,11,7,3,3,3,0,8,0,2,1
chitinilyticum_litopenaei,0,7,2,2,0,0,8,1,3,0,0,0,0,6,2,0,21,0,2,1,102,0,0,8,7,2,3,2,2,1,2,4,2,1,7
chitinimonas_koreensis,4,8,4,7,0,0,5,0,2,0,0,5,0,5,8,0,0,4,19,2,163,3,0,28,0,2,34,6,40,6,0,11,1,3,7
chitiniphilus_shinanonensis,8,6,26,8,0,1,36,0,8,1,2,1,1,8,4,0,44,2,55,12,0,1,0,7,0,2,3,14,60,13,2,40,6,4,2
chitinivibrio_alkaliphilus,15,5,1,0,4,0,3,3,1,0,0,0,7,0,0,2,1,0,4,1,0,1,2,0,6,0,6,0,1,1,4,2,0,0,0
chitinophaga_costaii,0,1,5,18,0,2,6,0,0,1,0,0,13,6,4,0,5,8,5,0,0,0,0,4,0,6,4,2,3,1,2,3,2,2,0
chitinophaga_eiseniae,15,6,31,16,0,17,22,0,23,1,0,29,1,19,26,0,14,62,62,11,0,41,0,92,0,0,9,12,23,12,0,49,6,11,2
chitinophaga_jiangningensis,34,4,93,5,2,0,87,0,47,1,0,39,1,45,165,0,8,177,109,38,0,52,0,64,2,0,17,141,438,7,4,29,327,203,133
chitinophaga_niabensis,5,1,1,6,0,0,15,0,1,2,0,17,10,6,24,0,3,68,40,9,0,64,0,7,0,0,15,4,2,6,0,0,2,5,3
chitinophaga_pinensis,9,18,31,15,0,21,3,0,6,0,0,4,0,10,288,0,0,71,63,22,1,1,0,49,0,0,6,229,410,7,0,2,374,184,180
chitinophaga_rupis,39,16,50,36,0,3,54,0,25,0,0,30,0,20,14,0,0,53,94,21,0,4,0,40,0,0,45,20,46,68,0,75,6,17,4
chitinophaga_sancti,7,1,19,7,0,3,2,0,7,1,0,14,0,1,7,0,8,34,15,19,0,0,0,6,0,0,0,7,6,2,0,0,3,6,3
chitinophaga_terrae_kim_and_jung_2007,11,155,24,6,0,9,131,1,49,0,0,25,0,9,81,0,2,57,100,4,0,35,0,17,3,0,2,59,134,10,0,133,101,59,47
chlamydia_avium,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chlamydia_felis,0,3,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,8,1,0,0,1,0,0,0,0
chlamydia_gallinacea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chlamydia_ibidis,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
chlamydia_muridarum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chlamydia_psittaci,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chlamydia_suis,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,6,0,1,0,6,0,0,0
chlamydia_trachomatis,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chloracidobacterium_thermophilum,0,0,2,0,0,2,2,0,1,0,1,0,0,1,2,0,0,0,2,0,0,0,0,2,0,0,1,3,2,0,0,8,0,1,0
chlorobaculum_limnaeum,10,9,9,10,0,3,5,0,4,2,0,1,2,4,21,0,1,3,3,5,0,2,1,68,0,0,22,1,12,11,0,13,1,11,1
chlorobaculum_parvum,3,17,16,8,0,4,9,0,3,9,0,1,4,6,4,0,0,6,8,3,0,3,0,91,0,18,27,2,18,22,0,16,1,2,1
chlorobium_chlorochromatii,8,1,4,2,0,0,2,0,5,0,0,0,0,16,1,0,0,4,4,0,0,0,0,3,0,0,0,0,0,1,0,1,0,0,0
chlorobium_ferrooxidans,1,1,10,3,0,2,4,0,0,13,0,2,0,11,3,0,0,6,14,16,0,0,0,5,0,0,2,0,1,0,0,110,0,0,0
chlorobium_limicola,1,1,0,10,0,0,0,0,0,1,0,5,0,5,0,0,6,0,1,0,0,0,0,1,0,0,12,2,4,0,0,5,0,3,1
chlorobium_phaeobacteroides,10,2,2,6,0,0,0,0,1,0,1,4,0,10,0,0,84,4,11,11,0,1,0,2,0,0,9,2,3,0,0,2,2,0,3
chlorobium_phaeovibrioides,0,0,1,3,0,0,0,0,1,1,0,1,0,6,0,0,33,38,1,1,0,1,0,2,0,0,2,1,0,4,1,0,0,0,0
chloroflexus_aggregans,2,0,7,1,0,0,0,0,0,1,0,1,0,6,0,0,0,15,2,1,0,0,0,3,0,0,0,0,4,3,0,59,0,3,0
chloroflexus_aurantiacus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chloroflexus_islandicus,48,8,3,1,0,0,7,0,1,0,0,2,0,1,0,0,0,17,3,0,0,1,0,3,0,0,10,6,2,0,0,7,1,0,2
chlorogloeopsis_fritschii,0,6,0,2,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0
chloroherpeton_thalassium,1,5,2,4,0,0,1,0,0,4,0,4,0,0,0,0,2,1,4,9,0,0,1,6,0,13,3,5,0,0,0,7,2,3,4
chondromyces_apiculatus,0,4,3,14,0,2,2,1,0,1,3,1,0,0,8,0,0,1,5,0,0,0,0,32,0,2,16,4,2,41,2,17,2,1,0
chondromyces_crocatus,2,1,4,1,0,16,0,0,2,0,0,2,3,7,18,0,0,0,1,1,0,0,0,24,0,1,1,1,4,15,0,32,0,1,0
christensenella_massiliensis,745,154,194,294,0,101,68,0,262,35,0,149,60,129,88,0,17,28,573,70,6,22,7,352,0,11,284,95,73,119,7,688,56,45,43
christensenella_minuta,666,608,1038,920,0,165,756,0,378,206,25,623,292,1028,797,0,161,1010,533,576,23,79,8,2334,0,248,578,305,436,543,18,9226,333,1136,131
christensenella_timonensis,95,146,105,247,0,18,372,0,119,33,0,25,1,60,27,0,62,60,151,38,2,11,1,178,0,33,197,38,145,17,0,426,5,21,6
chromobacterium_amazonense,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,1,0,2,0,0,0
chromobacterium_haemolyticum,1,8,3,5,0,1,3,0,1,0,0,2,13,1,1,0,0,3,15,5,0,0,1,7,2,3,8,1,18,2,0,18,0,0,0
chromobacterium_violaceum,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5,1,2,1,0,0
chromohalobacter_salexigens,2,7,1,6,1,0,5,0,0,0,0,0,20,2,0,1,0,0,7,4,1,0,0,2,1,1,15,0,17,1,0,2,2,0,6
chroococcidiopsis_thermalis,0,0,1,0,0,0,0,0,0,1,0,0,0,3,9,0,0,30,2,1,0,0,0,0,2,1,1,1,0,1,1,3,1,2,0
chroogloeocystis_siderophila,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,1,0,2,1,1,0
chryseobacterium_angstadtii,0,2,1,0,0,10,4,0,4,4,1,10,0,7,3,0,0,21,16,2,0,23,0,3,0,0,3,0,1,0,6,1,0,3,1
chryseobacterium_aquaticum,2,0,0,0,0,0,0,0,0,0,3,1,0,2,0,0,0,2,0,0,0,1,0,2,0,1,0,0,0,7,1,0,0,0,0
chryseobacterium_arachidis,11,8,9,4,2,2,10,1,1,0,0,1,0,2,33,0,1,2,5,0,2,66,2,3,1,3,0,1,0,2,2,0,75,114,35
chryseobacterium_bovis,3,7,0,9,0,0,1,0,1,1,0,0,0,2,6,0,0,0,6,0,0,1,0,1,0,3,1,0,0,0,5,3,4,2,2
chryseobacterium_caeni,2,1,4,9,0,4,9,0,1,396,4,12,0,7,2,0,0,151,62,10,0,133,0,12,0,0,2,1,2,13,4,17,4,5,0
chryseobacterium_chaponense,1,1,1,0,0,0,0,0,1,1,6,0,2,0,1,0,0,1,1,0,1,0,0,0,1,3,0,0,0,0,5,3,0,0,0
chryseobacterium_daeguense,2,11,3,14,0,2,2,0,5,1,1,2,0,10,0,0,1,3,6,233,0,0,0,2,0,2,13,0,1,1,7,1,2,1,4
chryseobacterium_frigidisoli,1,2,0,19,0,0,0,0,1,0,1,2,0,1,0,1,1,2,0,0,0,12,0,0,0,0,0,0,0,0,1,12,0,1,0
chryseobacterium_gregarium,0,0,2,3,0,1,0,0,0,2,0,13,0,1,91,0,2,3,9,3,0,0,0,2,0,1,8,0,0,4,7,7,1,3,1
chryseobacterium_haifense,4,3,0,0,0,0,1,0,0,0,4,0,0,0,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
chryseobacterium_halperniae,6,0,11,0,0,0,12,0,18,0,0,3,0,2,4,0,0,6,15,0,0,1,0,16,0,0,0,0,1,6,3,12,1,7,0
chryseobacterium_hispalense,0,6,6,0,0,0,2,0,1,10,0,0,0,1,1,0,2,17,12,2,0,8,0,2,0,0,1,9,1,3,3,9,0,1,0
chryseobacterium_hominis,42,2,2,3,0,0,9,0,3,17,140,0,1,4,2,0,2,1,1,2,0,1,0,4,1,10,0,1,1,3,13,6,4,6,3
chryseobacterium_indologenes,11,16,94,0,0,1,3,0,97,3,0,9,1,11,7,0,2,142,83,6,0,1,0,20,0,0,0,1,65,7,2,0,13,8,1
chryseobacterium_palustre,1,1,0,2,0,0,4,0,3,0,0,1,0,0,3,0,0,11,7,3,0,0,0,13,0,4,9,1,2,2,0,29,2,1,1
chryseobacterium_piperi,0,1,5,1,0,0,4,0,2,0,0,0,1,3,0,0,0,9,1,0,0,0,0,2,0,1,2,1,0,0,5,1,0,0,2
chryseobacterium_piscicola,16,0,0,6,0,0,0,0,0,2,0,4,0,12,46,0,7,1,124,0,0,1,0,30,0,2,0,0,2,0,2,0,4,29,1
chryseobacterium_polytrichastri,0,0,0,1,2,0,1,0,0,0,7,1,0,10,0,0,4,37,26,1,0,46,0,0,0,0,1,5,3,0,0,0,8,5,4
chryseobacterium_soldanellicola,0,1,0,2,0,0,4,0,5,0,0,0,0,1,3,0,1,1,0,1,0,11,1,1,0,1,0,1,1,0,2,0,2,1,0
chryseobacterium_soli,1,1,1,0,0,0,4,0,0,1,0,13,10,4,9,0,0,61,38,2,0,111,0,15,0,2,2,1,0,11,1,0,1,4,1
chryseobacterium_solincola,1,1,32,2,0,0,10,1,0,0,4,1,0,4,0,0,2,49,41,0,0,0,0,3,1,0,3,0,3,0,2,4,0,0,0
chryseobacterium_taihuense,0,1,0,9,0,0,5,0,0,10,1,6,0,4,0,0,340,7,1,4,0,3,0,9,0,0,2,1,1,14,2,0,1,4,2
chryseobacterium_wanjuense,0,5,0,0,0,0,11,0,4,0,4,2,0,23,1,0,0,1,13,8,0,0,1,1,0,4,2,0,3,2,2,2,0,3,0
chryseobacterium_zeae,4,2,1,4,0,4,1,4,0,7,10,17,0,0,211,0,2,8,49,2,1,1,1,26,2,17,0,179,338,3,4,0,302,195,86
chryseolinea_serpens,10,28,30,5,1,2,69,0,18,0,1,4,2,21,29,0,3,22,44,28,0,3,0,73,0,0,32,15,62,7,0,78,9,17,3
chrysiogenes_arsenatis,7,3,1,6,0,0,3,0,2,0,0,1,0,9,1,0,0,23,0,0,0,0,0,3,3,0,13,1,1,1,0,1,2,1,0
chthoniobacter_flavus,1,0,3,2,0,8,19,0,4,1,0,1,0,1,1,0,0,0,12,4,11,0,0,0,0,4,26,3,13,3,0,43,0,1,3
chthonomonas_calidirosea,1,2,1,2,0,0,2,0,1,8,0,1,0,6,1,1,0,5,1,0,0,2,0,18,0,1,3,2,4,0,1,3,1,3,0
citreicella_marina,0,5,5,20,1,0,5,1,1,3,0,2,1,3,4,1,0,4,16,6,2,0,0,10,1,2,7,1,4,90,0,10,0,2,1
citreimonas_salinaria,1,0,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,45,0,0,0,0,5,1,0,0
citrobacter_freundii,3,343,188,16,1002,1965,13,454533,8,19,3013,192,5769,8,9,159368,17,442,23,13,59272,238,5285471,6,2822,16,12,8,20,12,6841,551,14,11,4
citromicrobium_bathyomarinum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
clavibacter_michiganensis,1,14,10,9,0,1,2,0,0,1,9,0,1,2,6,0,0,0,15,6,0,1,0,15,0,2,9,2,50,0,5,20,2,3,4
cloacibacillus_evryensis,4,8,12,9,0,1,2,0,1,1,0,2,11,4,3,0,0,4,169,1,0,0,0,19,0,1,9,0,8,4,0,3,1,0,0
cloacibacillus_porcorum,108,66,152,123,5,12,60,2,97,8,1,30,40,55,60,1,5,142,48,47,5,18,0,175,6,11,369,40,259,63,7,64,4,9,21
clostridiisalibacter_paucivorans,20,92,61,19,0,12,22,0,45,2,0,3,1,39,15,1,1,13,8,2,9,5,1,38,9,15,3,18,3,6,2,480,6,18,6
clostridioides_difficile,19562,19514,33688,50644,1454,43274,23745,4,22991,12903,1037,28409,10422,30566,8571,1405,17575,87175,23583,34021,10821,14737,3433,51264,1289,45229,89247,24112,31925,50829,1934,44870,15582,66097,6706
clostridium_aceticum,2,19,33,27,1,20,18,55,2,5,0,14,4,10,5,4,3,28,11,12,13,9,8,5,15,6,19,8,4,13,16,51,14,71,12
clostridium_acetobutylicum,4,118,38,91,2,20,34,0,2,7,3,5,0,102,68,181,3,129,28,17,9,3,0,12,60,1,10,50,12,14,3,227,7,20,37
clostridium_amylolyticum,10,55,13,28,0,17,26,0,2,1,0,16,0,122,4,217,15,85,34,28,8,40,1,53,126,7,12,38,235,30,3,141,9,17,36
clostridium_arbusti,3,14,62,28,1,76,45,126,0,1,0,14,0,54,6,34,1,60,42,4,22,2,0,15,43,5,11,24,3,1,6,752,7,19,14
clostridium_argentinense,1,30,32,48,0,29,21,1,2,3,0,7,0,48,13,14,1,53,11,11,13,1,2,7,98,0,12,52,2,6,6,295,7,21,58
clostridium_asparagiforme,1714,1647,1089,1774,6,321,1256,1,505,1620,5,928,1798,1726,983,0,1168,3151,3139,1710,142,386,189,2508,1,11403,4268,911,2340,1170,286,868,495,1488,508
clostridium_autoethanogenum,1,1,0,1,2,0,0,0,12,1,0,0,0,2,0,2,0,650,0,11,0,0,0,10,4,0,1,5,3,0,0,3674,1,2,2
clostridium_baratii,21,360,87,135,5,136,50,2,10,9,5,4,0,573,19,667,4,148,63,110,42,2,4,23,1637,8,12,435,5,17,14,365,35,155,248
clostridium_beijerinckii,52,142,85,150,2,101,53,0,18,14,0,34,1,291,9,935,14,118,58,79,72,7,5,49,631,6,32,182,11,41,7,139,34,139,171
clostridium_bolteae,1438,942,2798,1225,511,2264,1637,1,10833,13566,460,1044,107875,1282,805,4,15268,7225,72987,1299,427,2031,35173,1299,29,115310,17575,739,1670,1400,228,36221,860,858,564
clostridium_bornimense,11,455,81,123,0,60,50,1,15,46,0,8,0,274,13,118,10,222,78,45,18,0,0,48,431,19,140,141,7,45,6,1413,17,113,121
clostridium_botulinum,65,934,592,494,8,373,225,109,127,32,17,98,10,1096,281,1327,23,381,204,193,158,101,3,231,2034,42,172,709,326,245,49,1721,478,631,875
clostridium_butyricum,243,782,631,20,3,275,434,3,13,15,293,12,4,2012,15,642591,2,97,427,12,1158,4,1,362,3114,7,11,423,1,20,21,1248,15,554,685
clostridium_carboxidivorans,6,39,17,49,5,208,37,317,9,0,0,4,0,142,4,46,3,70,35,17,27,3,7,18,63,5,19,80,4,5,52,925,13,46,50
clostridium_cavendishii,6,91,66,65,3,63,23,0,1,5,0,13,0,245,4,293,2,131,30,43,22,0,0,24,479,0,18,102,12,12,10,537,13,65,118
clostridium_cellulolyticum,14,28,69,72,0,34,51,0,16,23,0,22,7,80,44,0,10,128,35,48,18,7,1,95,0,16,46,28,28,14,3,92,10,12,8
clostridium_cellulosi,258,57,68,146,0,11,77,0,23,14,1,37,3,94,38,1,7,108,66,29,0,9,0,129,0,17,117,24,70,27,1,571,6,8,3
clostridium_cellulovorans,20,80,59,39,1,107,33,0,8,9,0,6,21,163,9,50,17,72,26,18,17,1,4,62,132,12,24,45,13,14,0,517,18,29,38
clostridium_chauvoei,8,277,123,80,1,199,89,0,5,4,0,4,0,522,21,393,3,125,90,92,44,0,3,9,1339,8,19,384,22,13,11,694,32,97,350
clostridium_citroniae,558,360,1162,575,117,3351,1053,1,19696,2221,81,1819,375,1067,364,1,17932,2454,23081,826,289,986,1953,752,4,6993,5354,714,1965,1986,140,39377,471,635,638
clostridium_clariflavum,31,70,62,45,0,8,56,0,54,41,0,7,0,43,31,1,4,102,26,16,0,4,1,71,3,2,46,19,22,14,5,352,16,59,8
clostridium_cochlearium,3,46,48,58,1,20,20,8,5,7,0,2,0,23,3,8,4,27,5,10,12,1,3,3,77,8,15,15,1,10,2,67,5,27,16
clostridium_dakarense,14,105,87,42,0,16,88,22,7,4,0,4,0,293,3,14,7,41,138,47,255,1,0,9,67,22,10,53,7,3,1,435,181,395,156
clostridium_estertheticum,5,69,16,30,0,22,22,0,12,6,0,7,0,54,3,48,1,25,22,23,24,3,0,38,132,1,9,21,4,8,2,398,12,70,32
clostridium_formicaceticum,0,13,10,59,0,30,8,7,0,3,0,2,0,7,1,0,0,12,4,16,1,1,2,41,29,10,24,22,7,18,2,16,3,11,0
clostridium_glycyrrhizinilyticum,774,2837,2172,2533,3,5739,2179,2,759,2442,114,2410,63,3944,618,3,620,5109,1227,1820,1782,1428,324,1604,108,2813,2188,968,610,3420,1078,1195,761,3822,1036
clostridium_hydrogeniformans,10,115,38,26,0,38,23,1,24,6,2,8,0,189,9,143,0,53,21,35,13,5,1,32,263,0,36,57,5,12,8,55,5,22,44
clostridium_ihumii,11,85,28,89,0,32,38,2,1,2,0,7,2,171,0,69,5,90,24,22,20,0,3,28,174,0,14,73,6,10,11,705,22,88,83
clostridium_innocuum,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
clostridium_kluyveri,14,61,114,67,0,44,42,0,22,8,0,51,5,94,14,302,11,65,45,24,14,9,2,269,39,45,32,62,13,86,0,505,23,89,42
clostridium_lundense,9,50,53,128,0,54,41,0,5,7,0,21,0,94,3,48,11,99,10,29,98,2,0,29,155,19,23,59,35,9,4,252,13,48,51
